Generated by Angry IP Scanner 3.5.5
https://angryip.org

Scanned 172.31.0.0 - 172.31.255.255
Mar 3, 2019 8:06:48 PM

IP              Ping            Hostname                Ports           
172.31.2.6      5 ms            bogon                   [n/s]           
172.31.2.7      3 ms            bogon                   [n/s]           
172.31.2.8      3 ms            bogon                   [n/s]           
172.31.2.9      3 ms            [n/a]                   [n/s]           
172.31.2.10     5 ms            bogon                   [n/s]           
172.31.2.11     4 ms            bogon                   [n/s]           
172.31.2.12     3 ms            bogon                   [n/s]           
172.31.2.13     4 ms            bogon                   [n/s]           
172.31.2.14     6 ms            bogon                   [n/s]           
172.31.2.15     6 ms            bogon                   [n/s]           
172.31.2.16     5 ms            bogon                   [n/s]           
172.31.3.2      4 ms            bogon                   [n/s]           
172.31.3.3      4 ms            bogon                   [n/s]           
172.31.3.4      5 ms            bogon                   [n/s]           
172.31.3.5      7 ms            bogon                   [n/s]           
172.31.3.6      4 ms            bogon                   [n/s]           
172.31.3.7      4 ms            bogon                   [n/s]           
172.31.3.8      6 ms            bogon                   [n/s]           
172.31.3.9      3 ms            bogon                   [n/s]           
172.31.3.10     3 ms            bogon                   [n/s]           
172.31.3.11     4 ms            bogon                   [n/s]           
172.31.3.12     5 ms            bogon                   [n/s]           
172.31.3.13     4 ms            bogon                   [n/s]           
172.31.3.14     3 ms            bogon                   [n/s]           
172.31.3.15     3 ms            [n/a]                   [n/s]           
172.31.3.16     4 ms            bogon                   [n/s]           
172.31.3.17     3 ms            bogon                   [n/s]           
172.31.3.18     4 ms            bogon                   [n/s]           
172.31.3.19     3 ms            bogon                   [n/s]           
172.31.3.20     3 ms            bogon                   [n/s]           
172.31.3.21     15 ms           [n/a]                   [n/s]           
172.31.3.22     4 ms            bogon                   [n/s]           
172.31.3.23     4 ms            bogon                   [n/s]           
172.31.3.24     4 ms            bogon                   [n/s]           
172.31.3.25     3 ms            bogon                   [n/s]           
172.31.3.26     4 ms            bogon                   [n/s]           
172.31.4.3      3 ms            bogon                   [n/s]           
172.31.4.4      4 ms            bogon                   [n/s]           
172.31.4.5      3 ms            bogon                   [n/s]           
172.31.4.6      40 ms           bogon                   [n/s]           
172.31.4.7      33 ms           bogon                   [n/s]           
172.31.4.8      26 ms           bogon                   [n/s]           
172.31.4.9      3 ms            bogon                   [n/s]           
172.31.4.10     9 ms            bogon                   [n/s]           
172.31.4.11     2 ms            bogon                   [n/s]           
172.31.4.12     3 ms            bogon                   [n/s]           
172.31.4.13     6 ms            bogon                   [n/s]           
172.31.4.14     3 ms            bogon                   [n/s]           
172.31.4.15     2 ms            bogon                   [n/s]           
172.31.4.16     2 ms            bogon                   [n/s]           
172.31.4.17     3 ms            [n/a]                   [n/s]           
172.31.4.18     4 ms            bogon                   [n/s]           
172.31.4.19     5 ms            bogon                   [n/s]           
172.31.4.20     3 ms            bogon                   [n/s]           
172.31.4.21     4 ms            bogon                   [n/s]           
172.31.4.22     3 ms            bogon                   [n/s]           
172.31.4.23     3 ms            bogon                   [n/s]           
172.31.4.24     3 ms            bogon                   [n/s]           
172.31.4.25     3 ms            bogon                   [n/s]           
172.31.4.26     3 ms            bogon                   [n/s]           
172.31.4.27     3 ms            bogon                   [n/s]           
172.31.4.30     7 ms            bogon                   [n/s]           
172.31.4.31     2 ms            bogon                   [n/s]           
172.31.4.32     3 ms            bogon                   [n/s]           
172.31.4.33     4 ms            bogon                   [n/s]           
172.31.4.34     3 ms            bogon                   [n/s]           
172.31.4.35     3 ms            bogon                   [n/s]           
172.31.4.36     3 ms            bogon                   [n/s]           
172.31.4.37     3 ms            bogon                   [n/s]           
172.31.4.38     3 ms            bogon                   [n/s]           
172.31.4.39     4 ms            bogon                   [n/s]           
172.31.4.40     3 ms            bogon                   [n/s]           
172.31.4.41     3 ms            bogon                   [n/s]           
172.31.4.42     3 ms            bogon                   [n/s]           
172.31.4.43     3 ms            bogon                   [n/s]           
172.31.4.44     2 ms            bogon                   [n/s]           
172.31.4.45     3 ms            bogon                   [n/s]           
172.31.4.46     3 ms            bogon                   [n/s]           
172.31.4.47     3 ms            bogon                   [n/s]           
172.31.4.48     3 ms            bogon                   [n/s]           
172.31.4.49     4 ms            bogon                   [n/s]           
172.31.4.50     3 ms            bogon                   [n/s]           
172.31.4.51     3 ms            bogon                   [n/s]           
172.31.4.52     7 ms            bogon                   [n/s]           
172.31.4.53     11 ms           bogon                   [n/s]           
172.31.4.54     8 ms            bogon                   [n/s]           
172.31.4.55     3 ms            bogon                   [n/s]           
172.31.4.56     4 ms            bogon                   [n/s]           
172.31.4.57     5 ms            bogon                   [n/s]           
172.31.4.58     6 ms            bogon                   [n/s]           
172.31.4.59     5 ms            bogon                   [n/s]           
172.31.4.60     2 ms            bogon                   [n/s]           
172.31.4.61     3 ms            bogon                   [n/s]           
172.31.4.62     7 ms            bogon                   [n/s]           
172.31.4.63     3 ms            bogon                   [n/s]           
172.31.4.64     2 ms            bogon                   [n/s]           
172.31.4.65     3 ms            bogon                   [n/s]           
172.31.4.66     7 ms            bogon                   [n/s]           
172.31.4.67     5 ms            bogon                   [n/s]           
172.31.4.68     4 ms            bogon                   [n/s]           
172.31.4.69     3 ms            bogon                   [n/s]           
172.31.4.70     3 ms            bogon                   [n/s]           
172.31.4.71     3 ms            bogon                   [n/s]           
172.31.4.72     3 ms            bogon                   [n/s]           
172.31.4.73     4 ms            bogon                   [n/s]           
172.31.4.74     2 ms            bogon                   [n/s]           
172.31.4.75     3 ms            bogon                   [n/s]           
172.31.4.76     4 ms            bogon                   [n/s]           
172.31.4.77     3 ms            bogon                   [n/s]           
172.31.4.78     6 ms            bogon                   [n/s]           
172.31.4.79     3 ms            bogon                   [n/s]           
172.31.4.80     3 ms            bogon                   [n/s]           
172.31.4.81     4 ms            bogon                   [n/s]           
172.31.4.82     2 ms            bogon                   [n/s]           
172.31.4.83     3 ms            bogon                   [n/s]           
172.31.4.84     3 ms            bogon                   [n/s]           
172.31.4.85     9 ms            bogon                   [n/s]           
172.31.4.86     6 ms            bogon                   [n/s]           
172.31.4.87     3 ms            bogon                   [n/s]           
172.31.4.88     8 ms            bogon                   [n/s]           
172.31.4.89     3 ms            bogon                   [n/s]           
172.31.4.90     2 ms            bogon                   [n/s]           
172.31.4.100    3 ms            bogon                   [n/s]           
172.31.4.125    3 ms            bogon                   [n/s]           
172.31.4.126    2 ms            bogon                   [n/s]           
172.31.4.127    3 ms            bogon                   [n/s]           
172.31.4.128    3 ms            bogon                   [n/s]           
172.31.4.129    3 ms            bogon                   [n/s]           
172.31.4.130    3 ms            bogon                   [n/s]           
172.31.4.140    3 ms            bogon                   [n/s]           
172.31.4.142    3 ms            bogon                   [n/s]           
172.31.4.146    3 ms            bogon                   [n/s]           
172.31.4.147    3 ms            bogon                   [n/s]           
172.31.4.252    9 ms            bogon                   [n/s]           
172.31.4.253    4 ms            bogon                   [n/s]           
172.31.4.254    4 ms            bogon                   [n/s]           
172.31.5.2      10 ms           bogon                   [n/s]           
172.31.5.3      6 ms            bogon                   [n/s]           
172.31.5.4      4 ms            bogon                   [n/s]           
172.31.5.5      4 ms            bogon                   [n/s]           
172.31.5.6      8 ms            bogon                   [n/s]           
172.31.5.7      4 ms            bogon                   [n/s]           
172.31.5.8      42 ms           bogon                   [n/s]           
172.31.5.9      35 ms           bogon                   [n/s]           
172.31.5.10     28 ms           bogon                   [n/s]           
172.31.5.11     21 ms           bogon                   [n/s]           
172.31.5.12     14 ms           bogon                   [n/s]           
172.31.5.13     7 ms            bogon                   [n/s]           
172.31.5.14     4 ms            bogon                   [n/s]           
172.31.5.15     4 ms            bogon                   [n/s]           
172.31.5.16     3 ms            bogon                   [n/s]           
172.31.5.17     3 ms            bogon                   [n/s]           
172.31.5.18     7 ms            bogon                   [n/s]           
172.31.5.19     3 ms            bogon                   [n/s]           
172.31.5.20     4 ms            bogon                   [n/s]           
172.31.5.21     3 ms            bogon                   [n/s]           
172.31.5.22     3 ms            bogon                   [n/s]           
172.31.5.23     3 ms            bogon                   [n/s]           
172.31.5.24     3 ms            bogon                   [n/s]           
172.31.5.25     40 ms           bogon                   [n/s]           
172.31.5.26     33 ms           bogon                   [n/s]           
172.31.5.27     26 ms           bogon                   [n/s]           
172.31.5.28     20 ms           bogon                   [n/s]           
172.31.5.29     13 ms           bogon                   [n/s]           
172.31.5.30     6 ms            bogon                   [n/s]           
172.31.5.31     6 ms            bogon                   [n/s]           
172.31.5.32     3 ms            bogon                   [n/s]           
172.31.5.33     3 ms            bogon                   [n/s]           
172.31.5.34     5 ms            bogon                   [n/s]           
172.31.5.35     3 ms            bogon                   [n/s]           
172.31.5.36     4 ms            bogon                   [n/s]           
172.31.5.37     13 ms           bogon                   [n/s]           
172.31.5.38     5 ms            bogon                   [n/s]           
172.31.5.39     3 ms            bogon                   [n/s]           
172.31.5.40     6 ms            bogon                   [n/s]           
172.31.5.41     6 ms            bogon                   [n/s]           
172.31.5.42     2 ms            bogon                   [n/s]           
172.31.5.43     3 ms            bogon                   [n/s]           
172.31.5.44     4 ms            bogon                   [n/s]           
172.31.5.45     2 ms            bogon                   [n/s]           
172.31.5.46     28 ms           bogon                   [n/s]           
172.31.5.47     42 ms           bogon                   [n/s]           
172.31.5.48     40 ms           bogon                   [n/s]           
172.31.5.49     31 ms           bogon                   [n/s]           
172.31.5.50     24 ms           bogon                   [n/s]           
172.31.5.51     18 ms           bogon                   [n/s]           
172.31.5.52     10 ms           bogon                   [n/s]           
172.31.5.53     3 ms            bogon                   [n/s]           
172.31.5.54     4 ms            bogon                   [n/s]           
172.31.5.55     5 ms            bogon                   [n/s]           
172.31.5.56     4 ms            bogon                   [n/s]           
172.31.5.57     5 ms            bogon                   [n/s]           
172.31.5.58     5 ms            bogon                   [n/s]           
172.31.5.59     5 ms            bogon                   [n/s]           
172.31.5.60     43 ms           bogon                   [n/s]           
172.31.5.61     38 ms           bogon                   [n/s]           
172.31.5.62     31 ms           bogon                   [n/s]           
172.31.5.63     22 ms           bogon                   [n/s]           
172.31.5.64     15 ms           bogon                   [n/s]           
172.31.5.65     3 ms            bogon                   [n/s]           
172.31.5.66     3 ms            bogon                   [n/s]           
172.31.5.70     44 ms           bogon                   [n/s]           
172.31.6.2      3 ms            bogon                   [n/s]           
172.31.6.3      3 ms            bogon                   [n/s]           
172.31.6.4      5 ms            bogon                   [n/s]           
172.31.6.5      6 ms            bogon                   [n/s]           
172.31.6.6      4 ms            bogon                   [n/s]           
172.31.6.7      3 ms            bogon                   [n/s]           
172.31.6.8      4 ms            bogon                   [n/s]           
172.31.6.9      3 ms            bogon                   [n/s]           
172.31.6.10     3 ms            bogon                   [n/s]           
172.31.6.11     4 ms            bogon                   [n/s]           
172.31.6.12     6 ms            bogon                   [n/s]           
172.31.6.13     5 ms            bogon                   [n/s]           
172.31.6.14     3 ms            bogon                   [n/s]           
172.31.7.2      20 ms           bogon                   [n/s]           
172.31.7.3      19 ms           bogon                   [n/s]           
172.31.7.4      15 ms           bogon                   [n/s]           
172.31.7.5      17 ms           bogon                   [n/s]           
172.31.7.6      79 ms           bogon                   [n/s]           
172.31.7.7      3 ms            bogon                   [n/s]           
172.31.7.9      5 ms            bogon                   [n/s]           
172.31.7.11     4 ms            bogon                   [n/s]           
172.31.7.14     4 ms            bogon                   [n/s]           
172.31.7.15     5 ms            bogon                   [n/s]           
172.31.7.16     6 ms            bogon                   [n/s]           
172.31.7.17     3 ms            bogon                   [n/s]           
172.31.7.18     2 ms            bogon                   [n/s]           
172.31.7.19     3 ms            bogon                   [n/s]           
172.31.7.20     4 ms            bogon                   [n/s]           
172.31.7.21     4 ms            bogon                   [n/s]           
172.31.7.22     5 ms            bogon                   [n/s]           
172.31.7.23     5 ms            bogon                   [n/s]           
172.31.8.1      4 ms            bogon                   [n/s]           
172.31.8.2      5 ms            bogon                   [n/s]           
172.31.8.3      4 ms            bogon                   [n/s]           
172.31.8.4      3 ms            bogon                   [n/s]           
172.31.8.5      3 ms            bogon                   [n/s]           
172.31.8.6      4 ms            bogon                   [n/s]           
172.31.8.7      5 ms            bogon                   [n/s]           
172.31.8.8      3 ms            bogon                   [n/s]           
172.31.8.9      3 ms            bogon                   [n/s]           
172.31.8.10     3 ms            bogon                   [n/s]           
172.31.8.11     3 ms            bogon                   [n/s]           
172.31.8.12     4 ms            bogon                   [n/s]           
172.31.8.13     3 ms            bogon                   [n/s]           
172.31.8.16     3 ms            bogon                   [n/s]           
172.31.8.17     4 ms            bogon                   [n/s]           
172.31.8.18     2 ms            bogon                   [n/s]           
172.31.8.19     5 ms            bogon                   [n/s]           
172.31.8.20     3 ms            bogon                   [n/s]           
172.31.8.21     5 ms            bogon                   [n/s]           
172.31.8.22     3 ms            bogon                   [n/s]           
172.31.8.23     3 ms            bogon                   [n/s]           
172.31.8.24     2 ms            bogon                   [n/s]           
172.31.8.25     6 ms            bogon                   [n/s]           
172.31.8.26     2 ms            bogon                   [n/s]           
172.31.8.27     3 ms            bogon                   [n/s]           
172.31.8.28     3 ms            bogon                   [n/s]           
172.31.8.29     3 ms            bogon                   [n/s]           
172.31.8.30     3 ms            bogon                   [n/s]           
172.31.8.31     3 ms            bogon                   [n/s]           
172.31.8.32     3 ms            bogon                   [n/s]           
172.31.8.33     4 ms            bogon                   [n/s]           
172.31.8.34     3 ms            bogon                   [n/s]           
172.31.8.35     3 ms            bogon                   [n/s]           
172.31.8.36     8 ms            bogon                   [n/s]           
172.31.8.37     2 ms            bogon                   [n/s]           
172.31.8.38     3 ms            bogon                   [n/s]           
172.31.8.39     2 ms            bogon                   [n/s]           
172.31.8.40     2 ms            bogon                   [n/s]           
172.31.8.41     2 ms            bogon                   [n/s]           
172.31.8.42     3 ms            bogon                   [n/s]           
172.31.8.43     4 ms            bogon                   [n/s]           
172.31.8.44     9 ms            bogon                   [n/s]           
172.31.8.50     51 ms           bogon                   [n/s]           
172.31.9.2      4 ms            bogon                   [n/s]           
172.31.9.3      5 ms            bogon                   [n/s]           
172.31.9.4      4 ms            bogon                   [n/s]           
172.31.9.6      3 ms            bogon                   [n/s]           
172.31.9.7      3 ms            bogon                   [n/s]           
172.31.9.8      4 ms            bogon                   [n/s]           
172.31.9.9      4 ms            bogon                   [n/s]           
172.31.9.10     3 ms            bogon                   [n/s]           
172.31.9.11     3 ms            bogon                   [n/s]           
172.31.9.12     3 ms            bogon                   [n/s]           
172.31.9.13     6 ms            bogon                   [n/s]           
172.31.9.14     12 ms           bogon                   [n/s]           
172.31.9.15     3 ms            bogon                   [n/s]           
172.31.9.16     4 ms            bogon                   [n/s]           
172.31.9.17     3 ms            bogon                   [n/s]           
172.31.9.18     3 ms            bogon                   [n/s]           
172.31.9.19     3 ms            bogon                   [n/s]           
172.31.9.20     4 ms            bogon                   [n/s]           
172.31.9.21     5 ms            bogon                   [n/s]           
172.31.9.22     4 ms            bogon                   [n/s]           
172.31.9.23     4 ms            bogon                   [n/s]           
172.31.9.24     4 ms            bogon                   [n/s]           
172.31.9.26     24 ms           bogon                   [n/s]           
172.31.9.27     3 ms            bogon                   [n/s]           
172.31.9.28     5 ms            bogon                   [n/s]           
172.31.9.29     5 ms            bogon                   [n/s]           
172.31.9.30     4 ms            bogon                   [n/s]           
172.31.9.31     4 ms            bogon                   [n/s]           
172.31.9.32     4 ms            bogon                   [n/s]           
172.31.9.33     3 ms            bogon                   [n/s]           
172.31.9.34     3 ms            bogon                   [n/s]           
172.31.9.35     5 ms            bogon                   [n/s]           
172.31.9.36     5 ms            bogon                   [n/s]           
172.31.9.37     4 ms            bogon                   [n/s]           
172.31.9.38     3 ms            bogon                   [n/s]           
172.31.9.39     4 ms            bogon                   [n/s]           
172.31.9.40     3 ms            bogon                   [n/s]           
172.31.9.41     3 ms            bogon                   [n/s]           
172.31.9.42     6 ms            bogon                   [n/s]           
172.31.9.43     5 ms            bogon                   [n/s]           
172.31.9.44     10 ms           bogon                   [n/s]           
172.31.9.45     7 ms            bogon                   [n/s]           
172.31.9.46     6 ms            bogon                   [n/s]           
172.31.9.47     4 ms            bogon                   [n/s]           
172.31.9.48     4 ms            bogon                   [n/s]           
172.31.9.49     4 ms            bogon                   [n/s]           
172.31.10.2     3 ms            bogon                   [n/s]           
172.31.10.3     3 ms            bogon                   [n/s]           
172.31.10.4     9 ms            bogon                   [n/s]           
172.31.10.12    3 ms            bogon                   [n/s]           
172.31.10.13    3 ms            bogon                   [n/s]           
172.31.10.14    2 ms            bogon                   [n/s]           
172.31.10.15    3 ms            bogon                   [n/s]           
172.31.10.16    3 ms            bogon                   [n/s]           
172.31.11.2     5 ms            bogon                   [n/s]           
172.31.11.3     3 ms            bogon                   [n/s]           
172.31.11.4     3 ms            bogon                   [n/s]           
172.31.11.5     4 ms            bogon                   [n/s]           
172.31.11.6     5 ms            bogon                   [n/s]           
172.31.11.7     3 ms            bogon                   [n/s]           
172.31.11.8     3 ms            bogon                   [n/s]           
172.31.11.9     3 ms            bogon                   [n/s]           
172.31.11.10    4 ms            bogon                   [n/s]           
172.31.11.11    3 ms            bogon                   [n/s]           
172.31.11.12    4 ms            bogon                   [n/s]           
172.31.11.14    3 ms            bogon                   [n/s]           
172.31.11.15    5 ms            bogon                   [n/s]           
172.31.11.16    5 ms            bogon                   [n/s]           
172.31.11.17    3 ms            bogon                   [n/s]           
172.31.11.18    4 ms            bogon                   [n/s]           
172.31.11.19    4 ms            bogon                   [n/s]           
172.31.11.20    2 ms            bogon                   [n/s]           
172.31.11.21    7 ms            bogon                   [n/s]           
172.31.11.22    3 ms            bogon                   [n/s]           
172.31.11.23    5 ms            bogon                   [n/s]           
172.31.12.2     2 ms            bogon                   [n/s]           
172.31.12.3     3 ms            bogon                   [n/s]           
172.31.12.4     4 ms            bogon                   [n/s]           
172.31.12.5     4 ms            [n/a]                   [n/s]           
172.31.12.7     6 ms            bogon                   [n/s]           
172.31.12.8     4 ms            bogon                   [n/s]           
172.31.12.9     4 ms            bogon                   [n/s]           
172.31.12.10    3 ms            bogon                   [n/s]           
172.31.12.11    5 ms            bogon                   [n/s]           
172.31.12.12    6 ms            bogon                   [n/s]           
172.31.12.13    3 ms            bogon                   [n/s]           
172.31.12.14    3 ms            bogon                   [n/s]           
172.31.12.15    4 ms            bogon                   [n/s]           
172.31.12.20    4 ms            bogon                   [n/s]           
172.31.12.21    4 ms            bogon                   [n/s]           
172.31.13.2     9 ms            bogon                   [n/s]           
172.31.14.2     3 ms            bogon                   [n/s]           
172.31.14.3     3 ms            bogon                   [n/s]           
172.31.14.4     3 ms            bogon                   [n/s]           
172.31.14.5     3 ms            bogon                   [n/s]           
172.31.14.6     3 ms            bogon                   [n/s]           
172.31.14.7     12 ms           bogon                   [n/s]           
172.31.14.8     3 ms            bogon                   [n/s]           
172.31.14.9     3 ms            bogon                   [n/s]           
172.31.14.10    7 ms            bogon                   [n/s]           
172.31.15.2     2 ms            bogon                   [n/s]           
172.31.15.3     3 ms            bogon                   [n/s]           
172.31.15.4     40 ms           bogon                   [n/s]           
172.31.15.5     3 ms            bogon                   [n/s]           
172.31.16.2     21 ms           bogon                   [n/s]           
172.31.16.3     3 ms            bogon                   [n/s]           
172.31.16.4     2 ms            bogon                   [n/s]           
172.31.16.5     3 ms            bogon                   [n/s]           
172.31.16.6     3 ms            bogon                   [n/s]           
172.31.16.7     4 ms            bogon                   [n/s]           
172.31.16.8     3 ms            bogon                   [n/s]           
172.31.16.9     4 ms            bogon                   [n/s]           
172.31.16.10    43 ms           bogon                   [n/s]           
172.31.16.11    37 ms           bogon                   [n/s]           
172.31.16.12    30 ms           bogon                   [n/s]           
172.31.16.20    2 ms            bogon                   [n/s]           
172.31.16.21    4 ms            bogon                   [n/s]           
172.31.16.22    4 ms            bogon                   [n/s]           
172.31.16.23    4 ms            bogon                   [n/s]           
172.31.16.24    3 ms            bogon                   [n/s]           
172.31.16.25    4 ms            bogon                   [n/s]           
172.31.16.26    6 ms            bogon                   [n/s]           
172.31.16.27    3 ms            bogon                   [n/s]           
172.31.16.28    4 ms            bogon                   [n/s]           
172.31.16.29    4 ms            bogon                   [n/s]           
172.31.16.30    6 ms            bogon                   [n/s]           
172.31.16.31    3 ms            bogon                   [n/s]           
172.31.17.2     3 ms            bogon                   [n/s]           
172.31.17.3     4 ms            bogon                   [n/s]           
172.31.17.5     4 ms            bogon                   [n/s]           
172.31.17.6     4 ms            bogon                   [n/s]           
172.31.17.7     3 ms            bogon                   [n/s]           
172.31.17.8     3 ms            bogon                   [n/s]           
172.31.17.10    5 ms            bogon                   [n/s]           
172.31.17.11    2 ms            bogon                   [n/s]           
172.31.17.12    41 ms           bogon                   [n/s]           
172.31.17.13    34 ms           bogon                   [n/s]           
172.31.17.14    27 ms           bogon                   [n/s]           
172.31.17.15    20 ms           bogon                   [n/s]           
172.31.19.2     3 ms            bogon                   [n/s]           
172.31.19.3     5 ms            bogon                   [n/s]           
172.31.19.4     4 ms            bogon                   [n/s]           
172.31.19.5     4 ms            bogon                   [n/s]           
172.31.19.7     3 ms            bogon                   [n/s]           
172.31.19.10    8 ms            bogon                   [n/s]           
172.31.19.15    4 ms            bogon                   [n/s]           
172.31.19.16    5 ms            bogon                   [n/s]           
172.31.19.17    5 ms            bogon                   [n/s]           
172.31.19.18    7 ms            [n/a]                   [n/s]           
172.31.19.19    7 ms            bogon                   [n/s]           
172.31.19.20    3 ms            bogon                   [n/s]           
172.31.19.21    5 ms            bogon                   [n/s]           
172.31.19.40    4 ms            bogon                   [n/s]           
172.31.20.2     3 ms            bogon                   [n/s]           
172.31.20.3     4 ms            bogon                   [n/s]           
172.31.20.4     6 ms            bogon                   [n/s]           
172.31.20.5     3 ms            bogon                   [n/s]           
172.31.20.7     3 ms            bogon                   [n/s]           
172.31.20.8     4 ms            bogon                   [n/s]           
172.31.20.9     3 ms            bogon                   [n/s]           
172.31.20.10    6 ms            bogon                   [n/s]           
172.31.20.11    2 ms            bogon                   [n/s]           
172.31.20.12    3 ms            bogon                   [n/s]           
172.31.20.13    4 ms            bogon                   [n/s]           
172.31.20.14    3 ms            bogon                   [n/s]           
172.31.20.16    3 ms            bogon                   [n/s]           
172.31.20.17    3 ms            bogon                   [n/s]           
172.31.20.18    3 ms            bogon                   [n/s]           
172.31.20.19    4 ms            bogon                   [n/s]           
172.31.20.21    4 ms            bogon                   [n/s]           
172.31.20.23    5 ms            bogon                   [n/s]           
172.31.20.25    34 ms           bogon                   [n/s]           
172.31.21.2     3 ms            bogon                   [n/s]           
172.31.21.3     3 ms            bogon                   [n/s]           
172.31.21.4     3 ms            bogon                   [n/s]           
172.31.21.5     5 ms            bogon                   [n/s]           
172.31.21.6     34 ms           bogon                   [n/s]           
172.31.21.7     33 ms           [n/a]                   [n/s]           
172.31.21.8     26 ms           bogon                   [n/s]           
172.31.21.9     19 ms           bogon                   [n/s]           
172.31.21.10    10 ms           bogon                   [n/s]           
172.31.21.11    7 ms            bogon                   [n/s]           
172.31.21.12    5 ms            bogon                   [n/s]           
172.31.21.13    5 ms            bogon                   [n/s]           
172.31.21.14    5 ms            bogon                   [n/s]           
172.31.21.15    3 ms            bogon                   [n/s]           
172.31.21.16    4 ms            bogon                   [n/s]           
172.31.21.17    3 ms            bogon                   [n/s]           
172.31.21.18    41 ms           bogon                   [n/s]           
172.31.21.19    39 ms           bogon                   [n/s]           
172.31.21.20    32 ms           bogon                   [n/s]           
172.31.21.21    25 ms           bogon                   [n/s]           
172.31.21.22    18 ms           bogon                   [n/s]           
172.31.22.2     3 ms            bogon                   [n/s]           
